Text,Topic,Language
"Delicious","art","ENGLISH "
"Yum","art","ENGLISH "
"Omg your account is amazing 🔥","art","ENGLISH "
"Sehifelere heqiqi izleyicilerin yigilmasi ucun bize muraciet edin.Tam real insanlar yigilir.Panel deyil.Elimizde satiliq sehifeler var.xidmet odenislidir.(kommenti proqram avtomatik atir)❤❤","art","ENGLISH "
"Avtomobile qaz avadanliqinin qurasdirilmasi...Qazanc qenaetden baslayir!!!","art","ENGLISH "
"Sehifelere real azeri takibcilerin yigilmasi uçun muraciet edin.🇦🇿 Panel deyil🚫","art","AZERBAIJANI "
"Ela paylasim👍👍","art","TURKISH "
"🌸ENDİRİMLƏRƏ START VERDİK SEÇİLMİŞ MƏHSULLARA 20% ENDİRİM🎉  Ən ucuz və yüksək keyfiyyətli kosmetikalar bizdə, yenilikdən xəbərdar olmaq üçün izləmədə qalın, 🎁20.000-ci izləyiciyə bizdən kosmetika dəsti hədiyyə🎁","art","TURKISH "
"Sehifeme daxil olun","art","TURKISH "
"sevdiyiniz şəxsə hədiyyə axtarırsınız? O zaman bizə müraciət edərək ən münasib qiymətlərlə hədiyyələr əldə edə bilərsiniz 😍","art","AZERBAIJANI "
"sehifemize buyrun","art","TURKISH "
"🇫🇷France, Sweden, G.Britain 
Tam orijinal ətirlər!
Pulsuz çatdırılma (metro st.)
📲WhatsApp 0518558525
N.Nərimanov m/st. Life Centre, I mərtəbə","art","AZERBAIJANI "
"Great✨❤🌸Follow me","art","ENGLISH "
"Awesome stuff bruh 👌🏾👌🏾","art","ENGLISH "
"Too hard","art","ENGLISH "
"Sheesh","art","ENGLISH "
"🆓💨","art","ENGLISH "
"🎯","art","ENGLISH "
"🔥🔥. What type of stabilization did u use?","art","ENGLISH "
"Yeah rue stop playin wit em & drag 🔥🔥🔥🔥🔥","art","ENGLISH "
"This is coldddddd","art","ENGLISH "
"So dope","art","ENGLISH "
"Tough !","art","ENGLISH "
"This is dope af","art","ENGLISH "
"My bitch 🔥🔥🔥😍","art","ENGLISH "
"They cant touch you mannnn 🔥🔥🐐","art","ENGLISH "
"🏆🏆🏆","art","ENGLISH "
"💎💎","art","ENGLISH "
"❄️","art","ENGLISH "
"nigga disgusting 🤕","art","ENGLISH "
"Yasss and her chain ✨❄️","art","ENGLISH "
"Nigga is nice as hell lol","art","ENGLISH "
"Ouaaah😍😍😍","art","ARABIC "
"Lourd 🔥🔥🔥🔥👌","art","FRENCH "
"Oh j’adore 😍","art","FRENCH "
"Waaaaa 😍","art","FRENCH "
"Camille sors de l’eau 🙄 
Bisous.","art","FRENCH "
"Beautiful 💜","art","ENGLISH "
"💙💕💙 hermosura de mujer","art","SPANISH "
"Waaaaaaaw 😍😍😍😍😍","art","SPANISH "
"Visuals","art","ENGLISH "
"Шикарная идея!👍👌👏👏👏","art","RUSSIAN "
"Я видела как устанавливали, но в работе ещё не наблюдала!👍","art","RUSSIAN "
"Романтично! ❤️🌃","art","BULGARIAN "
"Красотища 👌😻","art","RUSSIAN "
"Beautiful😍","art","ENGLISH "
"👏👏😍😍","art","ENGLISH "
"❤️🙏 Tack underbara du!!!","art","SWEDISH "
"Det är galet och så himla himla bra!","art","SWEDISH "
"Helt otroligt! Saknar ord! /Hanna","art","SWEDISH "
"Grattis på mors dag vackra människa 🙏🏻","art","SWEDISH "
"Så fin bild på dig❤️","art","SWEDISH "
"Grymt 🙌🏼❤️","art","SWEDISH "
"Wow!!!!!👑👑","art","ENGLISH "
"Söt 💕","art","SWEDISH "
"Can I please repost your pawsome post and I will give you credit and tag you in it. 😄","art","ENGLISH "
"I LOVE the colour palette and the intimacy this is MUY BUENO","art","ENGLISH "
"I ADORE THIS","art","ENGLISH "
"I very love this 😍😍😍","art","ENGLISH "
"NUUUU Ò^Ó  love you're art style tho😂","art","ENGLISH "
"Lovely use of colors~","art","ENGLISH "
"🤠👊 Lukadrien next","art","ENGLISH "
"BIG fat uwuwuwuueuwuwuwuwu energy","art","ENGLISH "
"YOUR ART IS SO AMAZING😭❤️","art","ENGLISH "
"You know that you have caused many heart attacks right? 😱","art","ENGLISH "
"AHHHHHHHH THIS IS SO CUTE!!!!! Love love love this","art","ENGLISH "
"UWU ART","art","CHICHEWA "
"OMG this is beautiful","art","ENGLISH "
"THIS HAND IS GOALS","art","ENGLISH "
"So sweet aaaaaa♥️","art","ENGLISH "
"Yassssssss #lukanette for life😆😆😆","art","ENGLISH "
"👌👌👌😩😩😩","art","ENGLISH "
"THIS IS SO BEAUTIFUL I-","art","ENGLISH "
"Omg beautiful ! I need more Lukanette too !💙","art","ENGLISH "
"OH NO WAIT. GABRIEL AND MARI ARE MRANT TO BE!1111","art","ENGLISH "
"They making out.","art","ENGLISH "
"Lukanetteeeee*^*","art","HAWAIIAN "
"IM SO DEPRESSED LUKANETTE WONT HAPPEN IN THE SERIES SKCNRJFJCJ","art","ENGLISH "
"Lukanette!!💙 cute cute cutee😍😍😍😍😍","art","ENGLISH "
"*high pitched screech*","art","ENGLISH "
"This is SO AWESOME AJSJDBFJFFJDB I LOVE IT! I know you're having a bad time now, but keep going and don't give up, you're amazing and I'm sure you'll superate this <3 you've got a lot of followers that love you, incluiding me, and we'll always support you! <3","art","ENGLISH "
"THE COLORS ARE SO BEAUTIFUL 😭💕💕 also my Lukanette heart is dying 💘","art","ENGLISH "
"AAAA BEAUTIFUL I LUV","art","ENGLISH "
"Ahhhh I love my blueberry babes so much I am going to cry!😭💕💕💕","art","ENGLISH "
"LAKDKJDKFJF I LOVE THIS SO MUCH","art","ENGLISH "
"so.....PRETTTY!!!","art","ENGLISH "
"This is hot. PERIODT!","art","ENGLISH "
"No lukanetter no thats not a shippppp adrienette  for life and ladynoir","art","ENGLISH "
"This is so cute! I love the colors!!!💖💖💖","art","ENGLISH "
"Aww😍 Awesome work as always!","art","ENGLISH "
"The color pallet is great, different can be good and this is a prime example! Also love the ship, it's my fave/otp tbh 💛","art","ENGLISH "
"So inspiring 😻","art","ENGLISH "
"👍👋","art","ENGLISH "
"uwu","art","CHICHEWA "
"Congrats on 2K 👏 UwU","art","ENGLISH "
"Extra virgin olive oil","art","ENGLISH "
"Bro 100 likes in 19 mins I barely get 70 in 2 hours LMAOAOAOAO, IM SO PROUD OF YOU DANNA, I remember when you first started out on here, you're so amazing bb uwuwuwuw","art","ENGLISH "
"CONGRATULATIONS👏👏👏👏","art","ENGLISH "
"Omg congrats 🅱️eanut 😭😭 you’ve improved so much AND you’ve gotten such a high milestone ;0","art","ENGLISH "
"Lookin great🔥🔥🔥😍","art","ENGLISH "
"Keep it up! 😀","art","ENGLISH "
"👊","art","ENGLISH "
"Picture quality on point! 🙏🙏👍👍","art","ENGLISH "
"love this <3","art","ENGLISH "
"Nice pic💯","art","ENGLISH "
"Quality so dope!","art","ENGLISH "
"Fire!🔥Loving it","art","ENGLISH "
"#Icon","art","ENGLISH "
"W😍w","art","ENGLISH "
"yesss 😍😍","art","ENGLISH "
"#yummy","art","ENGLISH "
"Awwwww 😍","art","HMONG "
"Great concept and execution!","art","ENGLISH "
"#lol","art","ENGLISH "
"Fabulous","art","ENGLISH "
"Great!!!!","art","ENGLISH "
"Y’all Rock 😎😎","art","ENGLISH "
"Wow! Can you share your tips and tricks to great posts? lets exchange ideas","art","ENGLISH "
"Amen","art","ENGLISH "
"#drawing","art","ENGLISH "
"#iphoneonly","art","ENGLISH "
"#fun","art","ENGLISH "
"Cool💙any tips?","art","ENGLISH "
"Keep up the great posts! 🙂","art","ENGLISH "
"#girls","art","ENGLISH "
"Nice photo! 👏 🙏","art","ENGLISH "
"Love the page! Check out mine and let me know what you think!","art","ENGLISH "
"#blue","art","ENGLISH "
"#hot","art","ENGLISH "
"really great post. keep up. 🙏🔥🔥 love your IG account","art","ENGLISH "
"#nyc","art","ENGLISH "
"i love this","art","ENGLISH "
"One of a kind!!","art","ENGLISH "
"Great Post","art","ENGLISH "
"#food","art","ENGLISH "
"#hair","art","ENGLISH "
"So cool! How did you get such a great page?👏 🙏🔥🔥#great","art","ENGLISH "
"Yes🙌🏽🙌🏽🙌🏽","art","ENGLISH "
"Fire Insta page! Check out mine!","art","ENGLISH "
"So beautiful!!","art","ENGLISH "
"Love the page","art","ENGLISH "
"Love the feed! 👊👍","art","ENGLISH "
"Omg! Share your secret to great posts!","art","ENGLISH "
"best. post. ever.💙 🙏🔥🔥 admire ur Instagram","art","ENGLISH "
"#photo","art","ENGLISH "
"I would love to go there! 😍","art","ENGLISH "
"Nice! Never stop posting!","art","ENGLISH "
"💧💧💧","art","ENGLISH "
"This is next level!🙌","art","ENGLISH "
"You have got to tell me your secrets to a great page!","art","ENGLISH "
"Epic pic bro","art","ENGLISH "
"Top 😀","art","ENGLISH "
"#fashion","art","ENGLISH "
"Love the work","art","ENGLISH "
"You have to tell me your secret to these amazing posts","art","ENGLISH "
"Really incredible posts!👏 🙏🔥🔥","art","ENGLISH "
"#goodstuff","art","ENGLISH "
"#life","art","ENGLISH "
"Dope page","art","ENGLISH "
"Love what you share! 😍😍","art","ENGLISH "
"🌟🌟🌟🌟🌟","art","ENGLISH "
"#wedding","art","ENGLISH "
"#london","art","ENGLISH "
"Good Job! You have really great posts!","art","ENGLISH "
"Love love love it!","art","ENGLISH "
"So Pretty!! ☺☺","art","ENGLISH "
"#style","art","ENGLISH "
"Nice🙏🏼🙌🏼👏 🙏🔥🔥 love your page","art","ENGLISH "
"Awesome post!👊","art","ENGLISH "
"Strong","art","ENGLISH "
"👏 🙏🔥 love your pics!","art","ENGLISH "
"New Comments","art","ENGLISH "
"🥇🥇🥇","art","ENGLISH "
"Keep up the great job. Well done.👌👏 🙏 👍","art","ENGLISH "
"😍😲whoa","art","ENGLISH "
"Love what you have built here","art","ENGLISH "
"You have a really amazing feed 💙","art","ENGLISH "
"Fabulous. 👏 🙏 👌👍","art","ENGLISH "
"#selfie","art","ENGLISH "
"👍👍👍👌👌👌👌","art","ENGLISH "
"#Awesomestuff","art","ENGLISH "
"You have the coolest posts!","art","ENGLISH "
"You have great posts 🙏🏼🙌🏼","art","ENGLISH "
"#blackandwhite","art","ENGLISH "
"😇 😇 😇  Blessed!","art","ENGLISH "
"😭😭😭","art","ENGLISH "
"Insane man, good job😊😊👍","art","ENGLISH "
"excellent","art","ENGLISH "
"Liking your page.👏 🙏🔥🔥 Keep it up 😃","art","ENGLISH "
"Dope!!","art","ENGLISH "
"#nofilter","art","LATVIAN "
"🤗great post!","art","ENGLISH "
"AWESOME👌👍","art","ENGLISH "
"Baller👍👍","art","ENGLISH "
"#photography","art","ENGLISH "
"Thanks for sharing 🙌🏻","art","ENGLISH "
"DM me! lets get connected!","art","ENGLISH "
"Love it! How can my posts be as great as yours?","art","ENGLISH "
"😄","art","ENGLISH "
"lets get connected. 🙏🔥🔥 love your IG","art","ENGLISH "
"Great lighting!","art","ENGLISH "
"#holiday","art","ENGLISH "
"#me","art","ENGLISH "
"Cheers! 🙏🔥🔥 love your IG","art","ENGLISH "
"#likeforlike","art","ENGLISH "
"#handmade","art","ENGLISH "
"#smile","art","ENGLISH "
"Great content and amazing posts","art","ENGLISH "
"Your posts are sooooo 🔥","art","ENGLISH "
"Beautiful ❤️","art","ENGLISH "
"I love all that you share! Call me shameless, but I thought you might like some of the coloring pages I illustrate - please feel invited to check out my feed 😍 I often send free printables to my email subs and I didn't want you to miss out. 😊","art","ENGLISH "
"Hilarious!!!!!","art","ENGLISH "
"🎼","art","ENGLISH "
"😀Wish my page looked like yours!","art","ENGLISH "
"#music","art","ENGLISH "
"Pretty cool 😉","art","ENGLISH "
"You have a creative post!👏 🙏","art","ENGLISH "
"You are soo cool 👍😎","art","ENGLISH "
"SOO cool!💙 🙏🔥🔥 love your IG","art","ENGLISH "
"Love this post so much!!","art","ENGLISH "
"Blissful🙏🙏","art","ENGLISH "
"Love your page and posts. 💪 👍 👊 keep it up, bud!","art","ENGLISH "
"So funny","art","ENGLISH "
"#cute","art","ENGLISH "
"Amazing! Love your post 🌟","art","ENGLISH "
"Wow, this is great!💪","art","ENGLISH "
"#foodporn","art","ENGLISH "
"#followme","art","ENGLISH "
"#pretty","art","ENGLISH "
"Nice! DM me some tips to great posts! 👏 🙏","art","ENGLISH "
"#tbt","art","ENGLISH "
"💎💎💎💎💎💎","art","ENGLISH "
"✋","art","ENGLISH "
"Keep posting!","art","ENGLISH "
"Sweet😁","art","ENGLISH "
"Crazy!!","art","ENGLISH "
"#model","art","ENGLISH "
"#dog","art","ENGLISH "
"Can you please share some tips to great posts?👏 🙏👊💪 👍🔥🔥","art","ENGLISH "
"Incredible!👏 🙏🔥🔥 Share your secret pls!","art","ENGLISH "
"#night","art","ENGLISH "
"#flowers","art","ENGLISH "
"Lovin it","art","ENGLISH "
"#design","art","ENGLISH "
"que bonito","art","PORTUGUESE "
"Can't get enough of your posts!","art","ENGLISH "
"#beauty","art","ENGLISH "
"#instalike","art","ENGLISH "
"love love love 😍","art","ENGLISH "
"Loooovvvveeeeee the feed!","art","ENGLISH "
"I can't believe am just seeing this","art","ENGLISH "
"Impressed by your page. Super! :)","art","ENGLISH "
"super sweet!","art","ENGLISH "
"👍👍😎😎","art","ENGLISH "
"Solid post","art","ENGLISH "
"#sodope","art","ENGLISH "
"💜💜💜","art","ENGLISH "
"I like what you are up to 🔥🔥 love your Instagram","art","ENGLISH "
"👍👍👍🔝","art","ENGLISH "
"Love what you share. 😊","art","ENGLISH "
"👏 🙏🔥keep up the great posts!","art","ENGLISH "
"Sweet!!!!!! Love the page!","art","ENGLISH "
"cool","art","ENGLISH "
"You have really great posts!😍 😍 😍 😍 😍 😍","art","ENGLISH "
"❤️🙌🏼❤️","art","ENGLISH "
"Beautiful picture!","art","ENGLISH "
"👍👍💯💯","art","ENGLISH "
"#art","art","ENGLISH "
"So nice","art","ENGLISH "
"I hope success for you!!","art","ENGLISH "
"Can't get enough of your pics","art","ENGLISH "
"you have such an interesting feed!","art","ENGLISH "
"#l4l","art","IGBO "
"#sea","art","ENGLISH "
"#summer","art","ENGLISH "
"#goodmorning","art","ENGLISH "
"Love the page. 👏 🙏 👍 keep up the good job.","art","ENGLISH "
"So nice!😀","art","ENGLISH "
"Love itttttttttt👏 🙏🔥🔥","art","ENGLISH "
"dope","art","ENGLISH "
"#swag","art","ENGLISH "
"I love this page!","art","ENGLISH "
"Love your page! Check out mine!","art","ENGLISH "
"Legendary","art","ENGLISH "
"Love your page! Share some tips on how to grow mine! 😍😍🙏🏼","art","ENGLISH "
"DM me! I love your page, would love to hear some tips!","art","ENGLISH "
"🙏🙏","art","ENGLISH "
"#workout","art","ENGLISH "
"Oh I love that!","art","ENGLISH "
"DM me let's connect! #Loveyourpage!","art","ENGLISH "
"👏 🙏🔥🔥","art","ENGLISH "
"#motivation","art","ENGLISH "
"I love it","art","ENGLISH "
"Ur eyes 👀 🔥🖤","art","ENGLISH "
"😁😁😁😁😁😁😁","art","ENGLISH "
"#winner","art","ENGLISH "
"Fantastico!","art","ITALIAN "
"#happy","art","ENGLISH "
"❤❤❤❤😍😍😍😍","art","ENGLISH "
"This is fantastic 🙌","art","ENGLISH "
"Excellent page. love all your media👏 🙏🔥","art","ENGLISH "
"Baller","art","ENGLISH "
"Amazing! 👏 🙏🔥🔥","art","ENGLISH "
"Sweet!!!","art","ENGLISH "
"great post! lets connect!","art","ENGLISH "
"cool thing! lets teach each other tips for growth over IG","art","ENGLISH "
"😍 Love your stuff tbh ❤️","art","ENGLISH "
"you look so good here","art","ENGLISH "
"#fitness","art","ENGLISH "
"What an awesome picture","art","ENGLISH "
"Share your secrets to a great page! I wont tell I swear!","art","ENGLISH "
"That's great","art","ENGLISH "
"Perfect ✔️","art","ENGLISH "
"This is litt!!","art","ENGLISH "
"#travel","art","ENGLISH "
"Woah 😍","art","ENGLISH "
"You have such a great account! any tips on how to get mine like yours?","art","ENGLISH "
"#amazing","art","ENGLISH "
"👏🏽👏🏽👏🏽👏 🙏🔥","art","ENGLISH "
"This is such an amazing shot. 🤗","art","ENGLISH "
"#instadaily","art","SPANISH "
"this is so cool","art","ENGLISH "
"#black","art","ENGLISH "
"Love the page!","art","ENGLISH "
"Lovely page and proud to see more of it. keep it up. 👊💪 👍","art","ENGLISH "
"🍻🍻 Cheers to your posts!","art","ENGLISH "
"I wish there was a Love button!","art","ENGLISH "
"love this picture  thank you so much","art","ENGLISH "
"Fuego🔥","art","SPANISH "
"Perfect!💙 🔥 love your Instagram","art","ENGLISH "
"Perfect👍","art","ENGLISH "
"Amazing! Love your content 🌟","art","ENGLISH "
"Awesome work 😀","art","ENGLISH "
"Love the page. 👏 🙏 👍 keep up the good job","art","ENGLISH "
"Super 👍👍👍","art","ENGLISH "
"#family","art","ENGLISH "
"Please share your post secrets! They're amazing!","art","ENGLISH "
"Cool","art","ENGLISH "
"How cool?","art","ENGLISH "
"so amazing 👏😍","art","ENGLISH "
"🙌👍","art","ENGLISH "
"#cat","art","ENGLISH "
"Great job done with this page.👌","art","ENGLISH "
"Pretty sick 🔥","art","ENGLISH "
"Cute 🌟","art","ENGLISH "
"Cool!!! 👏","art","ENGLISH "
"Этотрисовала Айрин так  красиво","art","RUSSIAN "
"یه دوتا شکوفه صورتی داشت دیگه ادمو میکشت قشنگ😍.جنگل پاییزیم بزنین🍁","art","RUSSIAN "
"خیلی😍","art","PERSIAN "
"چقدر خوشگل و ارامش بخشه😍","art","PERSIAN "
"wOoW💥😍","art","INDONESIAN "
"محشره 😋 این و اون گردنبند قبلیه خعلی  دلبرن😍😍😍","art","INDONESIAN "
"چقد قشنگه😍🌱","art","INDONESIAN "
"چقدر دلبـــــره این گردنبنده 😍😍","art","PERSIAN "
"خداي من ... 💙","art","PERSIAN "
"😍😍💚💚","art","ENGLISH "
"مثل همیشه فوق العاده 💚","art","PERSIAN "
"👌👌👌👌زیباست ، قیمت؟","art","PERSIAN "
"عالی😍😍😍😍😍😍😍","art","PERSIAN "
"واااای محشره 😍😍😍","art","PERSIAN "
"بینظیره😍😍😍","art","PERSIAN "
"ژپتوی هنرمند ❤️❤️❤️😍😍","art","PERSIAN "
"خیییلییی خوبه😍😍😍😍","art","PERSIAN "
"وای که من مررردم برا این کااار ابشارو نگااااه","art","PERSIAN "
"خیلی عالی❤️🍃","art","PERSIAN "
"زیبا 😍👌","art","PERSIAN "
"Vay fogholadas😍😍😍😍😍😍","art","VIETNAMESE "
"چه جنسیه ؟میشع بگی چجوری درستش میکنی کاراتو ؟","art","VIETNAMESE "
"خیلی قشنگه 😍🌻","art","PERSIAN "
"خیلی خوب شده.","art","PERSIAN "
"همه کاراتون عالیه عااالی😍😍","art","PERSIAN "
"This is absolutely beautiful","art","ENGLISH "
"😘😘😘😘😘😘I love you","art","ENGLISH "
"yay....","art","ENGLISH "
"Do cool","art","ENGLISH "
"Love this girl 🙌🏼🔥","art","ENGLISH "
"Cool lighting 😎","art","ENGLISH "
"Thank you so much for featuring this 😊❤️","art","ENGLISH "
"واو 😉😄","art","ARABIC "
"❤️😘❤️","art","ENGLISH "
"♥♥♥♥♥♥♥(♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥","art","ENGLISH "
"Just gorgeous!","art","ENGLISH "
"Wowww amazing😍😍😱","art","ENGLISH "
"🙋🏾‍♀️","art","ENGLISH "
"🙋🏻‍♀️","art","ENGLISH "
":)","art","ENGLISH "
"👌👌👌👌👌👌👌","art","ENGLISH "
"😍 your work and your world is fantastic 👍🏻 I adore it 👏 bravo 😊","art","ENGLISH "
"Love this style!","art","ENGLISH "
"👌🐺💫","art","ENGLISH "
"Looking great, well done!!!!👏👏👏👏😀","art","ENGLISH "
"love this!","art","ENGLISH "
"💓 Disfrútalo","art","SPANISH "
"💪 👍 👏 💪 👏","art","ENGLISH "
"Que guapisima 😍 estilazoo","art","SPANISH "
"Que guapa!!! Yo no había visto la negra...😍","art","SPANISH "
"A mi también me flipa la De color negro 😍😍😍😍","art","SPANISH "
"Preciosa","art","SPANISH "
"Vaya flow 💚💚💜🔥","art","SPANISH "
"Me encantas!","art","SPANISH "
"No sabía que las había negras 😍 a mí me encantas tú 😘","art","SPANISH "
"Qué estilazo💫me encanta!!","art","SPANISH "
"Fotaza! Mas guapa no las hay!","art","SPANISH "
"Está todo el mundo en Londres este finde? 😅","art","SPANISH "
"Tengo que volver para enamorarme, he estado 3veces y no he caido en sus redes todavía!","art","SPANISH "
"Pero que guapa que estás!","art","SPANISH "
"Y yo todavía no he pisado Inglaterra 😅 sin duda tengo que ir pronto 😌","art","SPANISH "
"😍😍😍❤️❤️ Qué bonitoooooo","art","SPANISH "
"Que hermoso 💕 Lo intentaré 🤗","art","SPANISH "
"Amo ese efecto!!!😍","art","SPANISH "
"Está claro que lo usaré! Te queda súper hermoso 😍💕","art","SPANISH "
"Love Your artstyle dude, it's so cute UwU💜","art","ENGLISH "
"Is he changing in monster because Tom be a monster...? (Sorry about my english ;-;)","art","ENGLISH "
"Awwwe so cute ajshjsjoasjjdysowiw 💞💘👌👍💗💖💗👍👌💕💓💞💗💖💖💗💘💓💞💞💓💕💘👍💗💖💕💘💕💘💞💞💘💞💘💕💘❤❤💘💕💘💓💘💓💗💘💗💘💗💘💓💘💞💞💘💞💘💟💝💟💝💛💟💓💘💕💘👏👏💘 (also tord's reaction bc of tom doing nothing lmao :p)","art","ENGLISH "
"Gotem 👌👌","art","RUSSIAN "
"Tom gotem","art","RUSSIAN "
"I love the way you do your art style and the way you make the comics. Keep doong what you are doing uwu👌","art","ENGLISH "
"👌yes dear","art","ENGLISH "
"i see Tom’s heccin hand in that first frame there 👀","art","ENGLISH "
"Espero con ansias que sea una Gaaarrrrrrra 🐊","art","ENGLISH "
"Sei Stupenda Complimenti e Affascinante 😍😊❤❤❤","art","ITALIAN "
"Bellissima☺️","art","ITALIAN "
"Eres tremenda guapa estupenda adorable regia😂😂😘😘😘😘🔥🔥🔥🔥🔥🔥","art","SPANISH "
"Stunning my dear.","art","ENGLISH "
"beautiful👍","art","ENGLISH "
"Cosi,li sotterri tutti","art","ITALIAN "
"So schön das Bild 😍🤗","art","GERMAN "
"Woher ist die Bluse?😍","art","GERMAN "
"Du hast so tolle Haare 😘","art","GERMAN "
"Das sieht so wunderschön aus🤩","art","GERMAN "
"Du siehst so toll aus 😍😍🔥","art","GERMAN "
"Happy Sunday to you too ☀️","art","ENGLISH "
"Wow 😍 hammer Bild Liebes","art","GERMAN "
"Wow wie schön das Bild ist 😍","art","GERMAN "
"Wow so schön Girl 🌸😍","art","GERMAN "
"Ein super schönes Bild 😍","art","GERMAN "
"Oh wie schön du bist 😇","art","GERMAN "
"Das Outfit ist echt super 😍","art","GERMAN "
"Wow! Tolles Bild! Danke, dir einen schönen Abend ❤️","art","GERMAN "
"Damn so good girl ☺️","art","ENGLISH "
"Mega mega schön ❤️🌹😍","art","GERMAN "
"Hammer Farben ;kr und top foto von dir","art","GERMAN "
"So ein wunderschönes Bild 😍😍","art","GERMAN "
"So schön ❤️","art","GERMAN "
"I love your smile girl 🙌🙌","art","ENGLISH "
"Schönes Bild 💛🌼","art","GERMAN "
"Wundervolles Bild 🤗","art","GERMAN "
"klasse","art","GERMAN "
"Beautiful photo! ✨","art","ENGLISH "
"Wie wunderschön du bist 😍","art","GERMAN "
"Wunderschön 😍","art","GERMAN "
"your hair 😍😍😍","art","ENGLISH "
"Du siehst umwerfend aus 😍","art","GERMAN "
"so ein schönes bild💛💛","art","GERMAN "
"Du hast so tolle haare liebes💕","art","GERMAN "
"Das sieht herrlich nach Sommer aus🤗ein wunderschönes Bild 😍","art","GERMAN "
"Wie schöööön 😍","art","GERMAN "
"Du siehst toll aus ☀️ und wunderschöne Location!","art","GERMAN "
"Wow das Bild ist wirklich Mega ❤️❤️❤️","art","GERMAN "
"So ein wunderschönes Bild 😍","art","GERMAN "
"Du bist so wunderschön 🖤","art","GERMAN "
"Ein sehr schönes Bild im Raps 🌼","art","GERMAN "
"So ein schönes Foto von dir ☀️","art","GERMAN "
"So wunderschön 😍 deine Haare sind der Hammer ❤️","art","GERMAN "
"Omg dieses Oberteil 🤩❤️💖","art","GERMAN "
"Was für ein zauberhaftes Foto von dir 🌞","art","GERMAN "
"Wow das sieht so sommerlich aus 😊","art","GERMAN "
"Oh so schön mit den Blumen 😍","art","GERMAN "
"Wie schön ist das bild😍","art","GERMAN "
"Was für ein tolles Bild 😍","art","GERMAN "
"So ein schönes Bild meine liebe 😍😍","art","GERMAN "
"Mega toll das Outfit 😍","art","ENGLISH "
"Du siehst wunderschön aus 🌸🌸","art","GERMAN "
"Was ein schönes Outfit 😍","art","GERMAN "
"Wie hübsch du bist♥️","art","GERMAN "
"Schaust so schön aus!! 💕","art","GERMAN "
"Du siehst spitze aus! Magst du auch den Duft von den Rapsfeldern?","art","GERMAN "
"So ein hübsches Outfit meine Liebe 😍😍","art","GERMAN "
"Soo schön🔥❤️","art","GERMAN "
"Siehst mega aus😍❤️","art","GERMAN "
"😍❤️❤️","art","ENGLISH "
"wow du siehst toll aus 😍","art","ENGLISH "
"Oh du siehst so schön aus 😍","art","GERMAN "
"Wow ein schönes Bild 😊❤️","art","GERMAN "
"It was used for the cover of the Persian translation of Arthur C Clarke's Imperial Earth.","art","ENGLISH "
"😍💯","art","ENGLISH "
"Клёво!!!","art","BELARUSIAN "
"Xandar city?","art","MALTESE "
"Brilliant.","art","ENGLISH "
"So gorgeous 💖","art","ENGLISH "
"How gorgeous 💕","art","ENGLISH "
"Gorgeous!😍","art","ENGLISH "
"Beauty 💕","art","ENGLISH "
"I adore this look Kate ❤️❤️❤️","art","ENGLISH "
"You're so gorgeous 😍💕","art","ENGLISH "
"You are beautiful 💙 love these colors on you","art","ENGLISH "
"So pretty❤️","art","ENGLISH "
"That lip colour is to die for 😍 what is it?🔥","art","ENGLISH "
"Dreamy 😍😍😍","art","ENGLISH "
"so gorgeous🤩","art","ENGLISH "
"Simply stunning, no other word for it ❤️","art","ENGLISH "
"Absolutely stunning! 😍💛✨","art","ENGLISH "
"You are so pretty 😍😍 love what's on your lips 🔥❤️","art","ENGLISH "
"You are so stunning ♥️♥️","art","ENGLISH "
"You’re AMAZING","art","ENGLISH "
"omg🤩🤩🤩","art","ENGLISH "
"Such a stunner 💗","art","ENGLISH "
"You absolute beauty","art","ENGLISH "
"This is STUNNING ✨🙌🏼","art","ENGLISH "
"Who and where do you get your hair done with. I am obsessed with the colour😍 it is so well done🙌","art","ENGLISH "
"I love these pinks with your skin tone and hair! So gorgeous!","art","ENGLISH "
"Mei so cute","art","ENGLISH "
"meii","art","JAPANESE "
"Mae 😍 I miss this game so much and it’s active fandom","art","ENGLISH "
"God that game was an experience ❤️","art","ENGLISH "
"👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻","art","ENGLISH "
"Превосходно 🔥🙌","art","RUSSIAN "
"You’re a beast. 👍🏼","art","ENGLISH "
"Gorgeous!","art","ENGLISH "
"🎨💚👏","art","ENGLISH "
"Amo seu trabalho! Sua arte me encanta,! Quando crescer quero ser igual a você,!!!!!","art","ENGLISH "
"Always amazing😍","art","ENGLISH "
"👏👍👌👏","art","ENGLISH "
"Stunning!!! 😍","art","ENGLISH "
"👏👏👏👏👏👏👌😍🌹🌹🌹🌹🌹👍❤","art","ENGLISH "
"i wish to paint as well as you one day😍😍🙌","art","ENGLISH "
"beautiful😍q","art","ENGLISH "
"Amazing ! 💛","art","ENGLISH "
"Do you mix your colors before painting or do you mix them as you go? Lovely colors 💜","art","ENGLISH "
"Wow. 😍👏","art","ENGLISH "
"Your tree technique leaves me with my jaw on the floor every time","art","ENGLISH "
"Superb!","art","ENGLISH "
"Congratulations!!!","art","ENGLISH "
"🍃🌺🍃 👌👌👌","art","ENGLISH "
